Frame,Class,Color,Conf,x1,y1,x2,y2
1063,traffic light,Green,0.7484,689,361,733,456
1064,traffic light,Green,0.7399,689,361,733,456
1065,traffic light,Green,0.7354,689,361,733,455
1066,traffic light,Green,0.7446,689,361,733,456
1067,traffic light,Green,0.7514,689,361,733,456
1068,traffic light,Green,0.6384,690,361,732,450
1069,traffic light,Green,0.6087,690,361,732,448
1070,traffic light,Green,0.6301,690,361,732,447
1071,traffic light,Green,0.6324,690,361,732,446
1072,traffic light,Green,0.5997,690,361,732,446
1073,traffic light,Green,0.5781,691,361,732,446
1074,traffic light,Green,0.5695,690,361,732,447
1075,traffic light,Green,0.5552,690,361,732,447
1076,traffic light,Green,0.5686,691,361,732,444
1077,traffic light,Green,0.5757,691,361,732,443
1078,traffic light,Green,0.5692,690,361,732,446
1079,traffic light,Green,0.5788,690,361,732,447
1080,traffic light,Green,0.5898,690,361,732,447
1081,traffic light,Green,0.5959,690,361,732,447
1082,traffic light,Green,0.7090,689,361,732,447
1083,traffic light,Green,0.7602,689,361,733,453
1084,traffic light,Green,0.7547,689,361,733,455
1085,traffic light,Green,0.7493,689,361,733,455
1086,traffic light,Green,0.7505,688,361,733,456
1087,traffic light,Green,0.7514,688,361,733,456
1088,traffic light,Green,0.7488,688,361,733,456
1089,traffic light,Green,0.7461,689,361,733,456
1090,traffic light,Green,0.7443,689,361,733,456
1091,traffic light,Green,0.7477,689,361,733,455
1092,traffic light,Green,0.7499,689,361,733,455
1093,traffic light,Green,0.5881,690,361,732,446
1094,traffic light,Green,0.5788,691,360,731,443
1095,traffic light,Green,0.5744,691,360,731,442
1096,traffic light,Green,0.5594,691,360,731,442
1097,traffic light,Green,0.5484,691,360,732,445
1098,traffic light,Green,0.5427,691,360,731,443
1099,traffic light,Green,0.5283,690,360,732,445
1100,traffic light,Green,0.5318,690,359,732,444
1101,traffic light,Green,0.5332,690,359,731,444
1102,traffic light,Green,0.5194,690,359,731,444
1103,traffic light,Green,0.5314,691,359,731,442
1104,traffic light,Green,0.5163,690,358,731,444
1105,traffic light,Green,0.5267,690,358,731,444
1106,traffic light,Green,0.5496,690,358,731,444
1107,traffic light,Green,0.6763,690,359,732,444
1108,traffic light,Green,0.7034,689,359,732,446
1109,traffic light,Green,0.6990,689,360,732,446
1110,traffic light,Green,0.6975,689,360,732,447
1111,traffic light,Green,0.6968,690,360,732,446
1112,traffic light,Green,0.6976,690,360,732,445
1113,traffic light,Green,0.6907,690,360,732,444
1114,traffic light,Green,0.6905,690,360,732,444
1115,traffic light,Green,0.6765,690,359,732,444
1116,traffic light,Green,0.6720,690,359,732,444
1117,traffic light,Green,0.6762,690,359,732,444
1118,traffic light,Green,0.5841,690,360,732,445
1119,traffic light,Green,0.5723,690,360,731,443
1120,traffic light,Green,0.5561,691,360,731,442
1121,traffic light,Green,0.5480,691,360,731,442
1122,traffic light,Green,0.5498,691,360,731,442
1123,traffic light,Green,0.5723,691,360,731,442
1124,traffic light,Green,0.5835,691,360,731,442
1125,traffic light,Green,0.5882,691,360,731,442
1126,traffic light,Green,0.5817,691,360,731,442
1127,traffic light,Green,0.5880,691,360,731,442
1128,traffic light,Green,0.5586,691,360,731,442
1129,traffic light,Green,0.5834,691,360,731,442
1130,traffic light,Green,0.5674,691,360,731,442
1131,traffic light,Green,0.5594,691,360,731,443
1132,traffic light,Green,0.7098,690,361,731,442
1133,traffic light,Green,0.7057,690,361,732,442
1134,traffic light,Green,0.7006,690,361,732,441
1135,traffic light,Green,0.6993,690,361,732,442
1136,traffic light,Green,0.6951,690,361,732,441
1137,traffic light,Green,0.7196,691,361,732,441
1138,traffic light,Green,0.7028,691,361,732,441
1139,traffic light,Green,0.7072,691,361,732,441
1140,traffic light,Green,0.6812,691,361,732,441
1141,traffic light,Green,0.7038,691,361,732,441
1142,traffic light,Green,0.6819,691,361,732,441
1143,traffic light,Green,0.5343,691,360,731,441
1144,traffic light,Green,0.5378,691,360,731,441
1145,traffic light,Green,0.5613,691,361,731,441
1146,traffic light,Green,0.5533,691,360,731,441
1147,traffic light,Green,0.5435,691,360,731,441
1148,traffic light,Green,0.5553,691,360,731,441
1149,traffic light,Green,0.5403,691,360,731,441
1150,traffic light,Green,0.5719,691,360,731,442
1151,traffic light,Green,0.5982,690,360,731,443
1152,traffic light,Green,0.5798,690,359,731,442
1153,traffic light,Green,0.6024,690,359,731,442
1154,traffic light,Green,0.6103,690,359,731,442
1155,traffic light,Green,0.6075,690,359,731,443
1156,traffic light,Green,0.6121,690,359,731,444
1157,traffic light,Green,0.6928,689,359,731,447
1158,traffic light,Green,0.6921,689,360,731,448
1159,traffic light,Green,0.6891,689,360,731,448
1160,traffic light,Green,0.7104,689,360,731,448
1161,traffic light,Green,0.7015,689,360,731,449
1162,traffic light,Green,0.7148,689,360,732,450
1163,traffic light,Green,0.7068,689,360,732,450
1164,traffic light,Green,0.7111,689,360,732,449
1165,traffic light,Green,0.7102,689,360,732,449
1166,traffic light,Green,0.7036,689,360,732,449
1167,traffic light,Green,0.6926,689,360,732,448
1168,traffic light,Green,0.5887,690,360,731,445
1169,traffic light,Green,0.5843,690,360,731,444
1170,traffic light,Green,0.5810,690,359,731,444
1171,traffic light,Green,0.6002,690,359,731,443
1172,traffic light,Green,0.6113,690,360,731,443
1173,traffic light,Green,0.6191,690,360,730,443
1174,traffic light,Green,0.6003,690,360,730,443
1175,traffic light,Green,0.6062,690,359,730,443
1176,traffic light,Green,0.6017,690,359,731,445
1177,traffic light,Green,0.6317,690,359,731,446
1178,traffic light,Green,0.6181,690,359,731,447
1179,traffic light,Green,0.6097,690,359,731,447
1180,traffic light,Green,0.6098,690,359,731,447
1181,traffic light,Green,0.6125,690,359,731,447
1182,traffic light,Green,0.7170,689,360,731,446
1183,traffic light,Green,0.7233,689,360,732,448
1184,traffic light,Green,0.7226,689,360,732,448
1185,traffic light,Green,0.7187,689,360,732,448
1186,traffic light,Green,0.7200,689,360,732,448
1187,traffic light,Green,0.7261,689,360,732,448
1188,traffic light,Green,0.7240,689,360,732,448
1189,traffic light,Green,0.7147,689,360,732,448
1190,traffic light,Green,0.7128,689,360,732,448
1191,traffic light,Green,0.7125,689,360,732,449
1192,traffic light,Green,0.6419,689,360,732,449
1193,traffic light,Red,0.3791,690,359,731,445
1194,traffic light,Red,0.3725,689,359,732,445
1195,traffic light,Red,0.3896,689,359,732,446
1196,traffic light,Red,0.3189,690,359,731,444
1197,traffic light,Red,0.3603,690,359,731,443
1198,traffic light,Red,0.3398,690,359,731,443
1199,traffic light,Red,0.3439,690,359,731,442
1200,traffic light,Red,0.3837,690,359,731,443
1201,traffic light,Red,0.3819,690,359,731,442
1202,traffic light,Red,0.3782,690,359,731,442
1203,traffic light,Red,0.4096,690,359,731,441
1204,traffic light,Red,0.4110,690,359,731,441
1205,traffic light,Red,0.4138,690,359,731,441
1206,traffic light,Red,0.4022,690,359,731,441
1207,traffic light,Red,0.3869,690,359,731,441
1208,traffic light,Red,0.3591,690,359,731,441
1209,traffic light,Red,0.4097,690,359,731,441
1210,traffic light,Red,0.3747,690,359,731,441
1211,traffic light,Red,0.3955,690,359,731,441
1212,traffic light,Red,0.3726,690,359,731,441
1213,traffic light,Red,0.3785,690,359,731,441
1214,traffic light,Red,0.3676,690,359,731,441
1215,traffic light,Red,0.3755,690,359,731,441
1216,traffic light,Red,0.3618,690,359,731,441
1217,traffic light,Red,0.3870,690,359,731,441
1218,traffic light,Red,0.3571,690,359,731,441
1219,traffic light,Red,0.4059,690,359,731,441
1220,traffic light,Red,0.4285,690,359,731,441
1221,traffic light,Red,0.3807,690,359,731,441
1222,traffic light,Red,0.3998,690,359,731,441
1223,traffic light,Red,0.3982,690,360,731,441
1224,traffic light,Red,0.4163,690,360,731,441
1225,traffic light,Red,0.3981,690,360,731,441
1226,traffic light,Red,0.4021,690,360,731,441
1227,traffic light,Red,0.4033,690,360,731,441
1228,traffic light,Red,0.4020,690,359,731,441
1229,traffic light,Red,0.4214,690,359,731,441
1230,traffic light,Red,0.4194,690,359,731,441
1231,traffic light,Red,0.4327,690,359,731,441
1232,traffic light,Red,0.4358,690,359,731,441
1233,traffic light,Red,0.4330,690,359,731,441
1234,traffic light,Red,0.4556,690,360,731,441
1235,traffic light,Red,0.4767,690,360,731,441
1236,traffic light,Red,0.4740,690,360,731,441
1237,traffic light,Red,0.4582,690,360,731,441
1238,traffic light,Red,0.4722,690,360,731,441
1239,traffic light,Red,0.4644,690,360,731,441
1240,traffic light,Red,0.4562,690,360,731,442
1241,traffic light,Red,0.4718,690,360,731,442
1242,traffic light,Red,0.4747,690,360,731,442
1243,traffic light,Red,0.4780,690,360,731,442
1244,traffic light,Red,0.4424,690,360,731,442
1245,traffic light,Red,0.4547,690,360,731,442
1246,traffic light,Red,0.4715,690,360,731,442
1247,traffic light,Red,0.4663,690,360,731,442
1248,traffic light,Red,0.4783,690,360,731,441
1249,traffic light,Red,0.4802,690,360,731,441
1250,traffic light,Red,0.3338,690,359,731,441
1251,traffic light,Red,0.3275,690,359,731,441
1252,traffic light,Red,0.3393,690,359,731,441
1253,traffic light,Red,0.3308,690,359,731,441
1254,traffic light,Red,0.3261,690,359,731,441
1255,traffic light,Red,0.3003,690,359,731,441
1256,traffic light,Red,0.2971,690,359,731,441
1257,traffic light,Red,0.3091,690,359,731,441
1258,traffic light,Red,0.3233,690,359,731,441
1259,traffic light,Red,0.3283,690,359,731,441
1260,traffic light,Red,0.3357,690,359,731,441
1261,traffic light,Red,0.3417,690,359,731,441
1262,traffic light,Red,0.3139,690,359,731,441
1263,traffic light,Red,0.3418,690,359,731,441
1264,traffic light,Red,0.3590,690,359,731,441
1265,traffic light,Red,0.3509,690,359,731,441
1266,traffic light,Red,0.3654,690,359,731,441
1267,traffic light,Red,0.3836,690,359,731,441
1268,traffic light,Red,0.3880,690,359,731,441
1269,traffic light,Red,0.3827,690,359,731,441
1270,traffic light,Red,0.3777,690,359,731,441
1271,traffic light,Red,0.3800,690,359,731,441
1272,traffic light,Red,0.3629,690,359,731,441
1273,traffic light,Red,0.3634,690,359,731,441
1274,traffic light,Red,0.3853,690,359,731,441
1275,traffic light,Red,0.3913,690,359,731,441
1276,traffic light,Red,0.3894,690,359,731,441
1277,traffic light,Red,0.3965,690,359,731,441
1278,traffic light,Red,0.3895,690,359,731,442
1279,traffic light,Red,0.3779,690,359,731,442
1280,traffic light,Red,0.3744,690,359,731,442
1281,traffic light,Red,0.3772,690,359,731,442
1282,traffic light,Red,0.3721,690,358,731,442
1283,traffic light,Red,0.3634,690,358,731,442
1284,traffic light,Red,0.3673,690,358,731,442
1285,traffic light,Red,0.3743,690,358,731,442
1286,traffic light,Red,0.3743,690,358,731,442
1287,traffic light,Red,0.3936,690,358,731,442
1288,traffic light,Red,0.3882,690,358,731,442
1289,traffic light,Red,0.4130,689,358,731,443
1290,traffic light,Red,0.4153,690,358,731,442
1291,traffic light,Red,0.3842,690,358,731,442
1292,traffic light,Red,0.3823,690,358,731,442
1293,traffic light,Red,0.3839,690,358,731,442
1294,traffic light,Red,0.3867,690,358,731,442
1295,traffic light,Red,0.3577,690,358,731,442
1296,traffic light,Red,0.3566,690,358,731,442
1297,traffic light,Red,0.2991,690,358,731,442
1298,traffic light,Red,0.3177,690,358,731,442
1299,traffic light,Red,0.3256,690,358,731,442
1300,traffic light,Red,0.4068,689,358,731,441
1301,traffic light,Red,0.4140,689,358,731,441
1302,traffic light,Red,0.4080,689,358,731,441
1303,traffic light,Red,0.4265,689,358,731,441
1304,traffic light,Red,0.4294,689,358,731,441
1305,traffic light,Red,0.3651,690,358,731,442
1306,traffic light,Red,0.3798,689,358,731,442
1307,traffic light,Red,0.3813,689,358,731,442
1308,traffic light,Red,0.3678,689,358,731,442
1309,traffic light,Red,0.3729,689,358,731,442
1310,traffic light,Red,0.3814,689,358,731,442
1311,traffic light,Red,0.3901,690,358,731,442
1312,traffic light,Red,0.3802,690,358,731,441
1313,traffic light,Red,0.3893,690,359,731,441
1314,traffic light,Red,0.3719,690,358,731,441
1315,traffic light,Red,0.3747,690,358,730,441
1316,traffic light,Red,0.3799,690,358,730,441
1317,traffic light,Red,0.3899,690,358,730,441
1318,traffic light,Red,0.3823,690,359,730,441
1319,traffic light,Red,0.3729,690,358,730,441
1320,traffic light,Red,0.3639,690,358,730,441
1321,traffic light,Red,0.3872,690,358,730,441
1322,traffic light,Red,0.3843,690,358,730,441
1323,traffic light,Red,0.3939,690,358,730,441
1324,traffic light,Red,0.3890,690,358,730,441
1325,traffic light,Red,0.3834,690,358,731,441
1326,traffic light,Red,0.4015,690,359,731,441
1327,traffic light,Red,0.4075,690,359,731,441
1328,traffic light,Red,0.4050,689,359,731,442
1329,traffic light,Red,0.3889,690,360,731,441
1330,traffic light,Red,0.3911,690,360,731,441
1331,traffic light,Red,0.3988,689,360,731,442
1332,traffic light,Red,0.4038,689,360,731,442
1333,traffic light,Red,0.4242,689,360,731,442
1334,traffic light,Red,0.3960,689,360,731,442
1335,traffic light,Red,0.4019,689,360,731,442
1336,traffic light,Red,0.3734,689,360,731,442
1337,traffic light,Red,0.3888,689,361,731,442
1338,traffic light,Red,0.3720,689,361,731,442
1339,traffic light,Red,0.3742,689,361,731,442
1340,traffic light,Red,0.3902,689,361,731,441
1341,traffic light,Red,0.4298,689,361,731,441
1342,traffic light,Red,0.4356,689,361,731,441
1343,traffic light,Red,0.4336,689,361,731,441
1344,traffic light,Red,0.4659,689,360,731,441
1345,traffic light,Red,0.4790,689,360,731,441
1346,traffic light,Red,0.5269,689,360,731,441
1347,traffic light,Red,0.5360,689,359,731,441
1348,traffic light,Red,0.5620,689,359,731,442
1349,traffic light,Red,0.5705,689,358,731,442
1350,traffic light,Red,0.6453,689,360,731,442
1351,traffic light,Red,0.6421,689,360,731,442
1352,traffic light,Red,0.6238,689,360,732,442
1353,traffic light,Red,0.6205,689,360,732,442
1354,traffic light,Red,0.6005,689,360,732,442
1355,traffic light,Red,0.5885,689,360,732,442
1356,traffic light,Red,0.5780,690,360,731,441
1357,traffic light,Red,0.5713,690,360,731,441
1358,traffic light,Red,0.5653,690,360,731,441
1359,traffic light,Red,0.5539,690,360,731,441
1360,traffic light,Red,0.5591,690,360,731,441
1361,traffic light,Red,0.5465,690,361,731,441
1362,traffic light,Red,0.5426,690,361,731,441
1363,traffic light,Red,0.5220,689,360,731,442
1364,traffic light,Red,0.5296,690,360,731,442
1365,traffic light,Red,0.5463,690,360,731,441
1366,traffic light,Red,0.5750,689,360,731,442
1367,traffic light,Red,0.5762,690,360,731,441
1368,traffic light,Red,0.5674,690,360,731,441
1369,traffic light,Red,0.5679,690,360,730,441
1370,traffic light,Red,0.5627,690,360,730,441
1371,traffic light,Red,0.6067,690,360,730,441
1372,traffic light,Red,0.5874,690,360,730,441
1373,traffic light,Red,0.6239,690,361,730,441
1374,traffic light,Red,0.6173,690,361,730,441
1375,traffic light,Red,0.6335,690,361,730,441
1376,traffic light,Red,0.6126,690,361,730,441
1377,traffic light,Red,0.5995,690,361,730,441
1378,traffic light,Red,0.6145,690,361,730,441
1379,traffic light,Red,0.6158,690,361,730,441
1380,traffic light,Red,0.6473,690,361,729,441
1381,traffic light,Red,0.6619,690,361,729,441
1382,traffic light,Red,0.6673,690,361,729,441
1383,traffic light,Red,0.6666,690,362,729,440
1384,traffic light,Red,0.6773,690,362,729,440
1385,traffic light,Red,0.6678,690,362,729,440
1386,traffic light,Red,0.6771,690,362,729,440
1387,traffic light,Red,0.6747,690,362,729,440
1388,traffic light,Red,0.6627,690,362,729,440
1389,traffic light,Red,0.6642,690,362,729,440
1390,traffic light,Red,0.6554,690,362,729,440
1391,traffic light,Red,0.6560,690,362,729,441
1392,traffic light,Red,0.6401,690,362,729,441
1393,traffic light,Red,0.6454,690,362,729,441
1394,traffic light,Red,0.6510,690,362,729,441
1395,traffic light,Red,0.6514,690,362,729,441
1396,traffic light,Red,0.6396,690,362,729,441
1397,traffic light,Red,0.6321,690,362,730,441
1398,traffic light,Red,0.6243,690,361,730,441
1399,traffic light,Red,0.6202,690,361,730,441
1400,traffic light,Red,0.5835,690,361,730,441
1401,traffic light,Red,0.5916,690,360,730,441
1402,traffic light,Red,0.5604,690,360,730,441
1403,traffic light,Red,0.5870,689,360,730,441
1404,traffic light,Red,0.5723,689,360,730,441
1405,traffic light,Red,0.5597,689,359,730,441
1406,traffic light,Red,0.5819,689,359,730,441
1407,traffic light,Red,0.5589,690,359,730,441
1408,traffic light,Red,0.5779,690,359,730,441
1409,traffic light,Red,0.5624,690,359,730,441
1410,traffic light,Red,0.5590,690,359,730,441
1411,traffic light,Red,0.5855,690,359,730,441
1412,traffic light,Red,0.5762,690,359,730,441
1413,traffic light,Red,0.5892,690,359,730,441
1414,traffic light,Red,0.5827,690,359,730,441
1415,traffic light,Red,0.6103,690,359,730,441
1416,traffic light,Red,0.6019,690,360,730,441
1417,traffic light,Red,0.5691,690,359,730,441
1418,traffic light,Red,0.5645,690,358,731,442
1419,traffic light,Red,0.5600,690,359,730,441
1420,traffic light,Red,0.5612,690,359,731,442
1421,traffic light,Red,0.5744,689,359,731,442
1422,traffic light,Red,0.5603,690,359,730,441
1423,traffic light,Red,0.5739,690,359,730,441
1424,traffic light,Red,0.6034,690,359,730,442
1425,traffic light,Red,0.6188,690,359,730,442
1426,traffic light,Red,0.6359,690,359,730,442
1427,traffic light,Red,0.6494,690,359,730,442
1428,traffic light,Red,0.6474,690,359,730,441
1429,traffic light,Red,0.6547,690,359,730,441
1430,traffic light,Red,0.6232,690,359,730,441
1431,traffic light,Red,0.6126,690,359,730,441
1432,traffic light,Red,0.6103,690,359,730,442
1433,traffic light,Red,0.6377,690,359,730,441
1434,traffic light,Red,0.6368,690,358,730,441
1435,traffic light,Red,0.6236,690,358,730,441
1436,traffic light,Red,0.6246,690,359,730,441
1437,traffic light,Red,0.6392,690,359,730,441
1438,traffic light,Red,0.6450,690,359,730,441
1439,traffic light,Red,0.6345,690,359,730,441
1440,traffic light,Red,0.6217,690,359,730,441
1441,traffic light,Red,0.6336,690,359,730,441
1442,traffic light,Red,0.6363,690,359,730,441
1443,traffic light,Red,0.6184,690,359,730,441
1444,traffic light,Red,0.5992,690,360,731,441
1445,traffic light,Red,0.6111,690,360,730,441
1446,traffic light,Red,0.5866,690,360,730,441
1447,traffic light,Red,0.6431,690,361,730,441
1448,traffic light,Red,0.6090,691,361,730,441
1449,traffic light,Red,0.6004,691,361,730,441
1450,traffic light,Red,0.6074,691,361,730,441
1451,traffic light,Red,0.6088,691,361,730,441
1452,traffic light,Red,0.6156,691,361,730,441
1453,traffic light,Red,0.6168,691,361,730,441
1454,traffic light,Red,0.6231,691,361,730,441
1455,traffic light,Red,0.6257,691,361,730,441
1456,traffic light,Red,0.5990,691,362,730,441
1457,traffic light,Red,0.6221,691,362,730,441
1458,traffic light,Red,0.6230,691,362,730,441
1459,traffic light,Red,0.6350,691,362,730,441
1460,traffic light,Red,0.6103,691,362,730,441
1461,traffic light,Red,0.6070,691,361,730,441
1462,traffic light,Red,0.5783,691,362,730,441
1463,traffic light,Red,0.5919,690,362,731,442
1464,traffic light,Red,0.6031,690,361,731,442
1465,traffic light,Red,0.5992,690,361,730,442
1466,traffic light,Red,0.6131,690,361,731,442
1467,traffic light,Red,0.5962,690,361,731,442
1468,traffic light,Red,0.5908,690,361,730,442
1469,traffic light,Red,0.5919,691,361,730,441
1470,traffic light,Red,0.5983,691,361,730,441
1471,traffic light,Red,0.5935,691,361,730,441
1472,traffic light,Red,0.5921,691,361,730,441
1473,traffic light,Red,0.6040,690,361,731,442
1474,traffic light,Red,0.5340,690,362,731,443
1475,traffic light,Red,0.6085,690,362,731,442
1476,traffic light,Red,0.5841,689,362,731,443
1477,traffic light,Red,0.5766,689,362,731,443
1478,traffic light,Red,0.5562,690,363,730,442
1479,traffic light,Red,0.5260,690,362,731,442
1480,traffic light,Red,0.5652,690,362,731,442
1481,traffic light,Red,0.5931,690,363,731,442
1482,traffic light,Red,0.5708,690,363,731,442
1483,traffic light,Red,0.5837,690,363,730,443
1484,traffic light,Red,0.6082,690,363,730,443
1485,traffic light,Red,0.6219,690,363,730,443
1486,traffic light,Red,0.6193,690,362,730,443
1487,traffic light,Red,0.6088,689,362,730,443
1488,traffic light,Red,0.6136,689,362,730,443
1489,traffic light,Red,0.6201,689,362,730,443
1490,traffic light,Red,0.6111,690,362,730,443
1491,traffic light,Red,0.6006,690,362,730,443
1492,traffic light,Red,0.5989,690,362,731,443
1493,traffic light,Red,0.6007,690,362,731,443
1494,traffic light,Red,0.6018,690,362,731,443
1495,traffic light,Red,0.5591,690,362,731,443
1496,traffic light,Red,0.5432,690,362,731,443
1497,traffic light,Red,0.5383,690,362,731,443
1498,traffic light,Red,0.5302,690,365,730,442
1499,traffic light,Red,0.5510,690,364,730,443
1500,traffic light,Red,0.4698,690,363,731,442
1501,traffic light,Red,0.4769,691,365,730,441
1502,traffic light,Red,0.4831,691,366,730,441
1503,traffic light,Red,0.4811,691,366,730,441
1504,traffic light,Red,0.4942,691,363,730,441
1505,traffic light,Red,0.5058,691,362,731,441
1506,traffic light,Red,0.5102,691,362,731,441
1507,traffic light,Red,0.4806,691,362,731,441
1508,traffic light,Red,0.4819,691,362,731,441
1509,traffic light,Red,0.4721,690,361,731,441
1510,traffic light,Red,0.4692,690,362,731,441
1511,traffic light,Red,0.4906,690,362,731,441
1512,traffic light,Red,0.4836,690,362,731,441
1513,traffic light,Red,0.4669,690,362,731,441
1514,traffic light,Red,0.4746,690,362,731,441
1515,traffic light,Red,0.4913,690,362,731,441
1516,traffic light,Red,0.4862,691,362,731,441
1517,traffic light,Red,0.4582,691,362,731,441
1518,traffic light,Red,0.4661,691,362,731,441
1519,traffic light,Red,0.4595,690,362,731,441
1520,traffic light,Red,0.4546,690,362,731,441
1521,traffic light,Red,0.4403,690,362,731,441
1522,traffic light,Red,0.4477,690,362,731,441
1523,traffic light,Red,0.4560,690,362,731,441
1524,traffic light,Red,0.5203,690,361,730,441
1525,traffic light,Red,0.5271,690,360,730,441
1526,traffic light,Red,0.5184,690,360,730,441
1527,traffic light,Red,0.5091,690,360,730,441
1528,traffic light,Red,0.5435,690,360,730,441
1529,traffic light,Red,0.5637,690,360,730,441
1530,traffic light,Red,0.5668,690,360,730,441
1531,traffic light,Red,0.5751,690,360,730,441
1532,traffic light,Red,0.5801,690,361,730,441
1533,traffic light,Red,0.5675,690,361,730,441
1534,traffic light,Red,0.5637,690,361,730,441
1535,traffic light,Red,0.5508,690,361,730,441
1536,traffic light,Red,0.5404,690,361,730,441
1537,traffic light,Red,0.5483,690,361,730,441
1538,traffic light,Red,0.5512,690,361,730,441
1539,traffic light,Red,0.5765,690,360,730,441
1540,traffic light,Red,0.5637,690,360,730,441
1541,traffic light,Red,0.5656,690,360,730,441
1542,traffic light,Red,0.5444,690,360,730,441
1543,traffic light,Red,0.5535,690,360,730,441
1544,traffic light,Red,0.5444,690,360,730,441
1545,traffic light,Red,0.5324,690,360,730,441
1546,traffic light,Red,0.5183,690,360,730,441
1547,traffic light,Red,0.5187,690,360,730,441
1548,traffic light,Red,0.5171,690,360,730,441
1549,traffic light,Red,0.5190,690,360,730,441
1550,traffic light,Red,0.5278,690,360,730,441
1551,traffic light,Red,0.5158,690,360,730,441
1552,traffic light,Red,0.4982,690,360,730,441
1553,traffic light,Red,0.4935,690,360,730,441
1554,traffic light,Red,0.5181,690,360,730,441
1555,traffic light,Red,0.5230,690,360,730,441
1556,traffic light,Red,0.5337,690,360,730,441
1557,traffic light,Red,0.5391,690,360,730,441
1558,traffic light,Red,0.5486,690,360,730,441
1559,traffic light,Red,0.5751,691,360,730,441
1560,traffic light,Red,0.5653,691,361,730,441
1561,traffic light,Red,0.5697,691,361,730,441
1562,traffic light,Red,0.5462,691,361,730,441
1563,traffic light,Red,0.5358,691,360,730,441
1564,traffic light,Red,0.5601,691,361,730,442
1565,traffic light,Red,0.5610,691,361,730,441
1566,traffic light,Red,0.5620,691,361,730,442
1567,traffic light,Red,0.5783,691,361,730,441
1568,traffic light,Red,0.5619,691,361,730,442
1569,traffic light,Red,0.5475,691,361,730,442
1570,traffic light,Red,0.5576,691,361,730,442
1571,traffic light,Red,0.5640,691,361,730,442
1572,traffic light,Red,0.5581,691,361,730,442
1573,traffic light,Red,0.5384,691,362,730,442
1574,traffic light,Red,0.6097,690,361,730,442
1575,traffic light,Red,0.6116,690,360,730,442
1576,traffic light,Red,0.6161,690,360,730,442
1577,traffic light,Red,0.6151,690,360,730,441
1578,traffic light,Red,0.6310,690,360,730,441
1579,traffic light,Red,0.6200,690,360,730,441
1580,traffic light,Red,0.6078,691,360,730,441
1581,traffic light,Red,0.5967,691,360,730,441
1582,traffic light,Red,0.5974,690,360,730,441
1583,traffic light,Red,0.5975,690,360,730,441
1584,traffic light,Red,0.5676,690,360,730,441
1585,traffic light,Red,0.6015,690,360,730,441
1586,traffic light,Red,0.6063,690,360,730,441
1587,traffic light,Red,0.6198,690,360,731,441
1588,traffic light,Red,0.6244,690,360,731,441
1589,traffic light,Red,0.6166,690,360,731,441
1590,traffic light,Red,0.6134,690,359,731,441
1591,traffic light,Red,0.6076,690,359,731,441
1592,traffic light,Red,0.6006,690,359,730,441
1593,traffic light,Red,0.6133,690,359,730,441
1594,traffic light,Red,0.5969,690,359,731,441
1595,traffic light,Red,0.6044,690,359,731,441
1596,traffic light,Red,0.5968,690,359,730,441
1597,traffic light,Red,0.6104,690,359,730,441
1598,traffic light,Red,0.5891,690,359,731,441
1599,traffic light,Red,0.6014,690,359,731,441
1600,traffic light,Red,0.6035,690,359,731,441
1601,traffic light,Red,0.6203,690,359,731,441
1602,traffic light,Red,0.6082,690,359,731,441
1603,traffic light,Red,0.5989,690,359,731,441
1604,traffic light,Red,0.5939,690,359,731,441
1605,traffic light,Red,0.5977,690,359,731,441
1606,traffic light,Red,0.6061,690,359,731,441
1607,traffic light,Red,0.6043,690,359,731,441
1608,traffic light,Red,0.6247,690,359,731,441
1609,traffic light,Red,0.6256,690,359,731,441
1610,traffic light,Red,0.6175,690,359,731,441
1611,traffic light,Red,0.6291,690,359,731,441
1612,traffic light,Red,0.6042,690,358,731,441
1613,traffic light,Red,0.5955,690,358,731,441
1614,traffic light,Red,0.5863,690,358,731,441
1615,traffic light,Red,0.5954,690,358,731,441
1616,traffic light,Red,0.5977,690,358,731,441
1617,traffic light,Red,0.6028,690,358,731,441
1618,traffic light,Red,0.5838,690,358,731,441
1619,traffic light,Red,0.5960,690,358,731,441
1620,traffic light,Red,0.5813,690,358,731,441
1621,traffic light,Red,0.5727,690,358,731,441
1622,traffic light,Red,0.5641,690,358,731,441
1623,traffic light,Red,0.5678,690,358,731,441
1624,traffic light,Red,0.5500,690,359,730,441
1625,traffic light,Red,0.5464,690,359,730,441
1626,traffic light,Red,0.5516,690,359,730,441
1627,traffic light,Red,0.5462,690,359,730,441
1628,traffic light,Red,0.5356,690,359,730,441
1629,traffic light,Red,0.5541,689,359,730,441
1630,traffic light,Red,0.5475,689,359,730,441
1631,traffic light,Red,0.5372,689,359,731,441
1632,traffic light,Red,0.5417,689,359,731,441
1633,traffic light,Red,0.5572,689,359,730,441
1634,traffic light,Red,0.5470,689,359,730,441
1635,traffic light,Red,0.5594,689,359,730,441
1636,traffic light,Red,0.5519,689,359,730,441
1637,traffic light,Red,0.5681,689,359,730,441
1638,traffic light,Red,0.5640,689,359,730,441
1639,traffic light,Red,0.5587,689,359,730,441
1640,traffic light,Red,0.5581,689,359,730,441
1641,traffic light,Red,0.5571,689,359,730,441
1642,traffic light,Red,0.5930,689,359,730,442
1643,traffic light,Red,0.5730,689,359,731,442
1644,traffic light,Red,0.6034,689,359,731,442
